Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction
depression,Phenelzine,On Label,RX,6 Reviews,3,3.5,2.5
depression,Maprotiline,On Label,RX,6 Reviews,4.5,3.25,4.25
depression,Doxepin,On Label,RX,4 Reviews,5,5,5
depression,Amoxapine,On Label,RX,4 Reviews,4,5,3.5
depression,Amoxapine,On Label,RX,2 Reviews,5,5,5
depression,Amitriptyline,On Label,RX,1 Reviews,3,4,3
diverticulitis of gastrointestinal tract,Metronidazole,Off Label,RX,629 Reviews,3.9,3.22,3.11
diverticulitis of gastrointestinal tract,"Ciprofloxacin Hcl, Ciprofloxacin",Off Label,RX,627 Reviews,3.06,3.18,2.12
diverticulitis of gastrointestinal tract,"Ciprofloxacin Hcl, Ciprofloxacin",Off Label,RX,627 Reviews,3.06,3.18,2.12
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,580 Reviews,3.03,2.88,2.16
diverticulitis of gastrointestinal tract,Metronidazole,Off Label,RX,562 Reviews,3.78,3.09,2.73
diverticulitis of gastrointestinal tract,Ciprofloxacin,Off Label,RX,538 Reviews,3.59,3.78,2.75
diverticulitis of gastrointestinal tract,Ciprofloxacin,Off Label,RX,538 Reviews,3.59,3.78,2.75
diverticulitis of gastrointestinal tract,Amoxicillin-Pot Clavulanate,Off Label,RX,437 Reviews,3.26,3.23,2.42
diverticulitis of gastrointestinal tract,Amoxicillin-Pot Clavulanate,Off Label,RX,437 Reviews,3.26,3.23,2.42
diverticulitis of gastrointestinal tract,Amoxicillin-Pot Clavulanate,Off Label,RX,437 Reviews,3.26,3.23,2.42
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,256 Reviews,2.95,3.2,2.14
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,239 Reviews,3.19,3.25,2.28
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,239 Reviews,3.19,3.25,2.28
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,144 Reviews,3,3.72,2.62
diverticulitis of gastrointestinal tract,Amoxicillin-Pot Clavulanate,Off Label,RX,140 Reviews,2.74,3.04,2.12
diverticulitis of gastrointestinal tract,Amoxicillin-Pot Clavulanate,Off Label,RX,140 Reviews,2.74,3.04,2.12
diverticulitis of gastrointestinal tract,Amoxicillin-Pot Clavulanate,Off Label,RX,140 Reviews,2.74,3.04,2.12
diverticulitis of gastrointestinal tract,Amoxicillin-Pot Clavulanate,Off Label,RX,140 Reviews,2.74,3.04,2.12
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,138 Reviews,3,2.83,2.38
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,138 Reviews,3,2.83,2.38
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,43 Reviews,2.9,3.5,1.7
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,43 Reviews,2.9,3.5,1.7
diverticulitis of gastrointestinal tract,Piperacillin-Tazobactam,Off Label,RX,39 Reviews,2.75,2.63,2.75
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,25 Reviews,3.36,2.45,2.73
diverticulitis of gastrointestinal tract,Ciprofloxacin Hcl,Off Label,RX,22 Reviews,3.57,3.43,3
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,16 Reviews,2.5,2,1.25
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,14 Reviews,2.75,3,2.25
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,13 Reviews,2.67,2.67,2.67
diverticulitis of gastrointestinal tract,Meropenem,Off Label,RX,9 Reviews,5,3,4
diverticulitis of gastrointestinal tract,Tigecycline,On Label,RX,9 Reviews,3,2.33,2.67
diverticulitis of gastrointestinal tract,Metronidazole,Off Label,RX,7 Reviews,3,4,2
diverticulitis of gastrointestinal tract,Clindamycin Phosphate,Off Label,RX,6 Reviews,4.5,4,4
diverticulitis of gastrointestinal tract,Amikacin,On Label,RX,4 Reviews,1,1,1
diverticulitis of gastrointestinal tract,Ampicillin-Sulbactam,Off Label,RX,3 Reviews,5,5,5
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,3 Reviews,5,4,4
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,3 Reviews,5,4,4
diverticulitis of gastrointestinal tract,Clindamycin In 5 % Dextrose,Off Label,RX,3 Reviews,3,5,3
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,2 Reviews,1,4,1
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,2 Reviews,1,1,1
diverticulitis of gastrointestinal tract,Metronidazole,Off Label,RX,2 Reviews,3,3,3
diverticulitis of gastrointestinal tract,Clindamycin Phosphate,Off Label,RX,2 Reviews,2,3,1
diverticulitis of gastrointestinal tract,Ampicillin-Sulbactam,Off Label,RX,2 Reviews,1,5,1
diverticulitis of gastrointestinal tract,Metronidazole In Nacl (Iso-Os),Off Label,RX,1 Reviews,1,1,1
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,1 Reviews,1,1,1
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,1 Reviews,2,2,2
diverticulitis of gastrointestinal tract,Sulfamethoxazole-Trimethoprim,Off Label,RX,1 Reviews,1,1,1
diverticulitis of gastrointestinal tract,Metronidazole,Off Label,RX,1 Reviews,5,3,4
diverticulitis of gastrointestinal tract,Ciprofloxacin In 5 % Dextrose,Off Label,RX,1 Reviews,1,1,1
edema,Hydrochlorothiazide,On Label,RX,853 Reviews,3.3,3.96,2.77
edema,Spironolactone,On Label,RX,378 Reviews,3.88,4.36,3.5
edema,Furosemide,On Label,RX,224 Reviews,3.05,4.16,2.97
edema,Furosemide,On Label,RX,224 Reviews,3.05,4.16,2.97
edema,Furosemide,On Label,RX,196 Reviews,3.21,4.01,2.99
edema,Furosemide,On Label,RX,196 Reviews,3.21,4.01,2.99
edema,Triamterene-Hydrochlorothiazid,On Label,RX,155 Reviews,3.88,4.24,3.45
edema,Acetazolamide,On Label,RX,113 Reviews,3.52,3.41,2.97
edema,Acetazolamide,On Label,RX,95 Reviews,3.69,3.27,2.81
edema,Spironolactone,On Label,RX,79 Reviews,3.95,4.4,3.25
edema,Triamterene-Hydrochlorothiazid,On Label,RX,74 Reviews,3.83,4.46,3.31
edema,Chlorthalidone,On Label,RX,70 Reviews,3.02,3.9,2.25
edema,Torsemide,On Label,RX,43 Reviews,3.85,4.1,3.1
edema,Triamterene-Hydrochlorothiazid,On Label,RX,38 Reviews,3.46,4.21,3.18
edema,Bumetanide,On Label,RX,34 Reviews,3.78,4.17,3.61
edema,Hydrochlorothiazide,On Label,RX,25 Reviews,4.12,4.41,3.94
edema,Bumetanide,On Label,RX,20 Reviews,4,4.5,3.63
edema,Spironolacton-Hydrochlorothiaz,On Label,RX,18 Reviews,3.27,3.67,3
edema,Torsemide,On Label,RX,15 Reviews,3.17,3,2.67
edema,Ethacrynic Acid,On Label,RX,12 Reviews,4.33,4,3
edema,Spironolacton-Hydrochlorothiaz,On Label,RX,7 Reviews,4.17,3.83,2.67
edema,Triamterene,On Label,RX,7 Reviews,3.33,4,1.67
edema,Amiloride-Hydrochlorothiazide,On Label,RX,7 Reviews,2.33,2.33,2
edema,Amiloride-Hydrochlorothiazide,On Label,RX,6 Reviews,2.67,3,2.33
edema,Indapamide,On Label,RX,5 Reviews,3.8,4.6,3.4
edema,Hydrochlorothiazide,On Label,RX,5 Reviews,3.33,3.67,3
edema,Chlorothiazide,On Label,RX,4 Reviews,3,5,3
edema,Furosemide,On Label,RX,2 Reviews,2,5,1
edema,Triamterene-Hydrochlorothiazid,On Label,RX,2 Reviews,3,5,3
edema,Chlorthalidone,On Label,RX,2 Reviews,1,5,1
edema,Hydrochlorothiazide,On Label,RX,2 Reviews,3,5,2
edema,Hydrochlorothiazide,On Label,RX,2 Reviews,3,4,2
edema,"Triamterene-Hydrochlorothiazid, Trichlormethiazide",On Label,RX,2 Reviews,2,1,1
edema,Triamterene-Hydrochlorothiazid,On Label,RX,1 Reviews,2,1,1
edema,Spironolacton-Hydrochlorothiaz,On Label,RX,1 Reviews,1,4,1
edema,Hydrochlorothiazide,On Label,RX,1 Reviews,5,5,5
edema,Furosemide,On Label,RX,1 Reviews,2,2,2
edema,Hydrochlorothiazide,On Label,RX,1 Reviews,1,1,1
edema,Bumetanide,On Label,RX,1 Reviews,1,2,1
edema,Hydrochlorothiazide,On Label,RX,1 Reviews,5,5,4
edema,Chlorthalidone,On Label,RX,1 Reviews,4,4,4
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,619 Reviews,4.2,4.2,2.8
endometriosis,Medroxyprogesterone,Off Label,RX,450 Reviews,4.36,4.22,2.5
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,359 Reviews,4.07,4.44,2.64
endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,357 Reviews,3.69,4.13,2.58
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,353 Reviews,4.06,4.06,2.33
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,246 Reviews,4.14,4.26,2.79
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,211 Reviews,3.87,3.96,1.83
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,207 Reviews,4.02,4.24,2.69
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,191 Reviews,4.11,4.16,2.32
endometriosis,Medroxyprogesterone,Off Label,RX,180 Reviews,4.1,4,2.41
endometriosis,Medroxyprogesterone,Off Label,RX,180 Reviews,4.1,4,2.41
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,166 Reviews,4.1,4.46,2.85
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,156 Reviews,3.83,4.04,2.52
endometriosis,Norgestimate-Ethinyl Estradiol,Off Label,RX,154 Reviews,4.39,4.35,3.08
endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,133 Reviews,3.19,3.99,2.06
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,113 Reviews,4.3,4.45,2.45
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,103 Reviews,4.48,4.67,3.3
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,99 Reviews,3.83,4.1,2.44
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,98 Reviews,2.83,4.29,2.38
endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,96 Reviews,4.58,4.34,3.13
endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,95 Reviews,3.71,3.82,1.9
endometriosis,Norgestimate-Ethinyl Estradiol,Off Label,RX,95 Reviews,3.11,3.55,1.38
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,89 Reviews,3.65,4.09,2.53
endometriosis,Norethindrone Acetate,On Label,RX,88 Reviews,3.81,4.33,3.5
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,82 Reviews,4.17,4.17,2.79
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,81 Reviews,4.29,4.28,2.63
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,80 Reviews,4.45,3.92,2.51
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,79 Reviews,4.48,4.38,3.15
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,77 Reviews,3.88,3.88,2.33
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,76 Reviews,4.24,4.16,3
endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,76 Reviews,4.09,4.27,2.77
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,72 Reviews,4.08,3.95,2.4
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,70 Reviews,4.43,4.35,2.53
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,67 Reviews,4.52,4.36,2.8
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,66 Reviews,4.2,4,2.66
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,64 Reviews,4.5,4.42,3.17
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,62 Reviews,3.94,4.51,2.66
endometriosis,Norgestimate-Ethinyl Estradiol,Off Label,RX,60 Reviews,4.47,4.58,2.64
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,54 Reviews,4.03,4.24,2.71
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,54 Reviews,3.48,3.8,2.12
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,53 Reviews,4.05,4.07,2.1
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,52 Reviews,4.38,4.62,2.97
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,51 Reviews,3.53,3.83,2.33
endometriosis,Norgestimate-Ethinyl Estradiol,Off Label,RX,48 Reviews,3.62,4.21,2.26
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,46 Reviews,4.1,4.67,3.33
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,42 Reviews,2.64,2.58,1.31
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,41 Reviews,3.68,3.95,2.27
endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,35 Reviews,4.31,4.06,2.13
endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,34 Reviews,4.32,4.28,2.84
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,32 Reviews,3.39,3.96,2.22
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,32 Reviews,4.5,4.75,3.5
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,32 Reviews,4.52,4.19,2
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,26 Reviews,4.76,4.71,2.94
endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,26 Reviews,4.08,4.46,3.62
endometriosis,Danazol,On Label,RX,26 Reviews,3.38,3.88,3.38
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,24 Reviews,4.4,3.93,2.53
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,23 Reviews,4.88,4.82,4.47
endometriosis,Norgestimate-Ethinyl Estradiol,Off Label,RX,21 Reviews,3.58,4,3.08
endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,20 Reviews,4,4.71,2.43
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,20 Reviews,3.92,4.08,3.54
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,20 Reviews,4.28,3.72,2.83
endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,19 Reviews,4.38,4.13,3.5
endometriosis,Norgestimate-Ethinyl Estradiol,Off Label,RX,19 Reviews,3.36,3.27,1.64
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,19 Reviews,4.7,4.7,2.9
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,18 Reviews,3.64,3.82,2.73
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,18 Reviews,3.64,3.82,2.73
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,18 Reviews,3.64,3.82,2.73
endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,18 Reviews,3.33,4.33,1.17
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,17 Reviews,4.67,4.5,4.5
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,17 Reviews,5,4.92,3.58
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,17 Reviews,4.17,4.17,2.25
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,17 Reviews,3.92,4.08,3.42
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,17 Reviews,4.5,4.38,3.63
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,16 Reviews,4.75,4.38,3.13
endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,16 Reviews,4.45,4.55,2.55
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,14 Reviews,3.67,5,4
endometriosis,Medroxyprogesterone,On Label,RX,14 Reviews,4.73,4.55,3
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,13 Reviews,4,3.44,2.22
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,12 Reviews,4.5,4.38,2.5
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,10 Reviews,3.67,4.33,3.67
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,10 Reviews,3.57,4.14,2.43
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,9 Reviews,3.67,3.67,3.67
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,9 Reviews,2,2.33,1
endometriosis,Triptorelin Pamoate,Off Label,RX,8 Reviews,3.33,3.5,2.17
endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,8 Reviews,4.4,3.6,1.8
endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,8 Reviews,4.38,4.75,4.13
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,8 Reviews,5,5,3.67
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,8 Reviews,3.33,3.33,3
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,8 Reviews,4,4.2,3.8
endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,7 Reviews,5,5,5
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,7 Reviews,4.6,4.2,3.2
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,7 Reviews,4.5,4.25,3
endometriosis,Medroxyprogesterone,Off Label,RX,6 Reviews,4.4,4.8,3.2
endometriosis,Medroxyprogesterone,Off Label,RX,6 Reviews,4.4,4.8,3.2
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,6 Reviews,5,5,4.6
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,6 Reviews,3,5,3
endometriosis,Danazol,On Label,RX,6 Reviews,2.25,3.5,2
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,6 Reviews,4.67,5,3.67
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,6 Reviews,3.8,4.6,1.8
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,6 Reviews,3.25,4.5,2.25
endometriosis,Nafarelin,On Label,RX,5 Reviews,3,3,2
endometriosis,Triptorelin Pamoate,Off Label,RX,5 Reviews,3.8,2.6,2.6
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,5 Reviews,4.75,5,4.25
endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,5 Reviews,3.5,2,1
endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,5 Reviews,3.33,5,2.33
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,4 Reviews,5,5,5
endometriosis,Goserelin,On Label,RX,4 Reviews,4,5,5
endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,4 Reviews,4.67,3.67,3.33
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,4 Reviews,5,4.67,2.33
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,4 Reviews,4.5,4,2.5
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,4 Reviews,2.33,3.33,2
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,4 Reviews,2.33,3.33,2
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,4 Reviews,5,4.5,5
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,4 Reviews,3,5,1
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,4 Reviews,3,5,1
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,4 Reviews,3,5,1
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,4 Reviews,5,3.67,2
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,4 Reviews,2.67,4.67,2.33
endometriosis,Norethin-Eth Estrad Biphasic,Off Label,RX,4 Reviews,4.5,4.25,3
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,3 Reviews,4.67,4.33,3.33
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,3 Reviews,1,4.5,1.5
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,3 Reviews,5,4,4.5
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,3 Reviews,1,1,1
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,3 Reviews,5,5,2.5
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,3 Reviews,4.5,4,2
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,3 Reviews,2,4,2
endometriosis,Norethin-E.Estradiol Triphasic,Off Label,RX,3 Reviews,2,5,1
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,3 Reviews,5,5,5
endometriosis,Triptorelin Pamoate,Off Label,RX,2 Reviews,4,3,3
endometriosis,Triptorelin Pamoate,Off Label,RX,2 Reviews,4,3,3
endometriosis,Triptorelin Pamoate,Off Label,RX,2 Reviews,4,3,3
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,2 Reviews,5,5,5
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,2 Reviews,5,5,5
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,2 Reviews,3,3,3
endometriosis,Medroxyprogesterone,On Label,RX,2 Reviews,3.5,5,3
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,2 Reviews,5,5,3.5
endometriosis,"Norethin-E.Estradiol Triphasic, Norethindrone-Ethin Estradiol",Off Label,RX,2 Reviews,1,5,1
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,2 Reviews,2.5,3,2.5
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,2 Reviews,5,5,4.5
endometriosis,Triptorelin Pamoate,Off Label,RX,2 Reviews,4,4.5,2
endometriosis,Triptorelin Pamoate,Off Label,RX,2 Reviews,4,4.5,2
endometriosis,Triptorelin Pamoate,Off Label,RX,2 Reviews,4,4.5,2
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,2 Reviews,5,5,5
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,2 Reviews,5,4,5
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,2 Reviews,4,5,4
endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,2 Reviews,1,3,1
endometriosis,Norethindrone Ac-Eth Estradiol,Off Label,RX,1 Reviews,5,5,4
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,1 Reviews,5,5,1
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,1 Reviews,4,4,3
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,1 Reviews,5,5,5
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,1 Reviews,5,5,2
endometriosis,Norgestrel-Ethinyl Estradiol,Off Label,RX,1 Reviews,4,4,1
endometriosis,Levonorgestrel-Ethinyl Estrad,Off Label,RX,1 Reviews,5,5,5
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,1 Reviews,3,4,2
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,1 Reviews,5,5,5
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,1 Reviews,4,4,4
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,1 Reviews,4,4,4
endometriosis,Noreth-Ethinyl Estradiol-Iron,Off Label,RX,1 Reviews,5,5,5
endometriosis,Levonorg-Eth Estrad Triphasic,Off Label,RX,1 Reviews,4,5,1
endometriosis,L Norgest/E.Estradiol-E.Estrad,Off Label,RX,1 Reviews,5,4,3
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,1 Reviews,1,1,1
endometriosis,Norethindrone-Ethin Estradiol,Off Label,RX,1 Reviews,5,5,4
endometriosis,Norethindrone-E.Estradiol-Iron,Off Label,RX,1 Reviews,1,1,1
fever,Naproxen,On Label,RX,740 Reviews,2.82,3.7,2.42
fever,Naproxen,On Label,RX,740 Reviews,2.82,3.7,2.42
fever,Naproxen,On Label,RX,740 Reviews,2.82,3.7,2.42
fever,Indomethacin,Off Label,RX,315 Reviews,3.97,4.25,3.67
fever,Indomethacin,Off Label,RX,315 Reviews,3.97,4.25,3.67
fever,Indomethacin,Off Label,RX,315 Reviews,3.97,4.25,3.67
fever,Ibuprofen,On Label,RX/OTC,271 Reviews,3.37,3.98,3.13
fever,Ibuprofen,On Label,RX/OTC,271 Reviews,3.37,3.98,3.13
fever,Ibuprofen,On Label,RX/OTC,271 Reviews,3.37,3.98,3.13
fever,Ibuprofen,On Label,RX/OTC,271 Reviews,3.37,3.98,3.13
fever,Naproxen Sodium,On Label,OTC,186 Reviews,3.5,4.24,3.13
fever,Acetaminophen,On Label,OTC,135 Reviews,3.07,3.85,3.15
fever,Naproxen Sodium,On Label,RX/OTC,104 Reviews,3.12,4.23,2.73
fever,Naproxen Sodium,On Label,RX/OTC,104 Reviews,3.12,4.23,2.73
fever,Indomethacin,Off Label,RX,82 Reviews,4.22,4.41,4.06
fever,Indomethacin,Off Label,RX,82 Reviews,4.22,4.41,4.06
fever,Indomethacin,Off Label,RX,82 Reviews,4.22,4.41,4.06
fever,Acetaminophen,On Label,OTC,71 Reviews,3.31,4.06,3.13
fever,Acetaminophen,On Label,OTC,71 Reviews,3.31,4.06,3.13
fever,Acetaminophen,On Label,OTC,71 Reviews,3.31,4.06,3.13
fever,Acetaminophen,On Label,OTC,71 Reviews,3.31,4.06,3.13
fever,Naproxen,Off Label,RX,64 Reviews,3.27,3.64,2.91
fever,Naproxen,Off Label,RX,64 Reviews,3.27,3.64,2.91
fever,Aspirin,On Label,RX/OTC,55 Reviews,4.27,4.64,4.55
fever,Aspirin,On Label,RX/OTC,55 Reviews,4.27,4.64,4.55
fever,Aspirin,On Label,RX/OTC,55 Reviews,4.27,4.64,4.55
fever,Aspirin,On Label,RX/OTC,55 Reviews,4.27,4.64,4.55
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,32 Reviews,3.26,4.21,2.63
fever,Ibuprofen,On Label,RX/OTC,29 Reviews,3.64,4.18,3.64
fever,Ibuprofen,On Label,RX/OTC,29 Reviews,3.64,4.18,3.64
fever,Ibuprofen,On Label,RX/OTC,29 Reviews,3.64,4.18,3.64
fever,Ibuprofen,On Label,RX/OTC,29 Reviews,3.64,4.18,3.64
fever,Ibuprofen,On Label,OTC,26 Reviews,4.2,4.4,4.2
fever,Ibuprofen,On Label,OTC,26 Reviews,4.2,4.4,4.2
fever,Ibuprofen,On Label,OTC,24 Reviews,4.21,4.79,4
fever,ASA-Acetaminophen-Salicyl-Caff,On Label,RX,23 Reviews,2.23,2.46,2.15
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,21 Reviews,2.75,4,2.44
fever,Pseudoephedrine-Ibuprofen,On Label,OTC,19 Reviews,4.92,4.92,4.75
